student_id,district,gender,income_tier,treatment_group,baseline_score,parent_trust,tech_adopted,attrition_status,endline_score
1019,Faisalabad,Male,Low,Control,35,Disagree,Yes,Surveyed,43.01211875612355
1020,Islamabad,Female,High,Control,22,Agree,Yes,Refused,18.827235513915248
1021,Karachi,Female,High,Control,43,Agree,No,Surveyed,44.32945470158265
1022,Karachi,Female,Middle,Treatment,69,Agree,No,Not Reached,83.59769587396832
1023,Karachi,Male,Low,Control,51,Agree,No,Surveyed,58.93992502959105
1024,Faisalabad,Male,Low,Control,39,Agree,Yes,Surveyed,42.82895069459985
1025,Multan,Female,Low,Treatment,49,Agree,Yes,Not Reached,66.95897984222293
1026,Lahore,Female,Middle,Treatment,33,Strongly Agree,Yes,Surveyed,41.152032254390406
1027,Lahore,Female,High,Control,53,Agree,Yes,Not Reached,55.76039811551709
1028,Faisalabad,Male,Low,Treatment,70,Disagree,No,Surveyed,79.48162376438918
1029,Lahore,Female,Low,Treatment,35,Agree,Yes,Surveyed,49.04264544318488
1030,Faisalabad,Female,High,Control,56,Strongly Agree,Yes,Surveyed,56.294095062628124
1031,Karachi,Male,Low,Treatment,74,Agree,No,Surveyed,81.34808053987045
1032,Multan,Male,Low,Treatment,48,Strongly Agree,Yes,Surveyed,66.66539133282859
1033,Islamabad,Female,High,Control,45,Disagree,Yes,Surveyed,46.276303536171895
1034,Islamabad,Female,Middle,Control,37,Disagree,No,Surveyed,23.99815149423697
1035,Lahore,Female,Middle,Treatment,53,Disagree,Yes,Surveyed,57.14049848301072
1036,Lahore,Female,Low,Treatment,58,Agree,Yes,Surveyed,79.7946571396553
1037,Lahore,Female,High,Treatment,39,Agree,Yes,Surveyed,52.786032319785434
1038,Karachi,Female,Low,Treatment,57,Agree,Yes,Surveyed,68.85274150400717
1039,Lahore,Female,Low,Control,42,Agree,Yes,Surveyed,42.21594971607587
1040,Karachi,Male,Middle,Control,38,Strongly Agree,No,Surveyed,40.28550191005192
1041,Karachi,Male,Middle,Treatment,52,Agree,No,Surveyed,64.74218191591058
1042,Karachi,Female,Low,Treatment,49,Disagree,Yes,Surveyed,58.72378738485134
1043,Lahore,Male,Low,Treatment,42,Strongly Agree,Yes,Not Reached,67.58122483768324
1044,Karachi,Male,Low,Treatment,47,Strongly Agree,Yes,Surveyed,66.1491794807988
1045,Faisalabad,Female,High,Treatment,44,Agree,Yes,Surveyed,57.49964678557017
1046,Lahore,Female,High,Treatment,43,Agree,Yes,Surveyed,53.19094721869437
1047,Karachi,Male,Middle,Treatment,45,Agree,No,Refused,50.96938369540373
1048,Islamabad,Male,Low,Control,51,Agree,No,Refused,63.03529045098932
1049,Multan,Male,High,Control,53,Disagree,Yes,Surveyed,55.66497465665708
1050,Lahore,Male,High,Control,21,Agree,No,Surveyed,20.284932887739117
1051,Islamabad,Female,High,Treatment,57,Agree,Yes,Surveyed,66.33236781597125
1052,Multan,Male,High,Control,33,Agree,Yes,Surveyed,37.2016666172548
1053,Faisalabad,Male,Low,Control,52,Strongly Agree,Yes,Surveyed,55.9818484826784
1054,Multan,Male,Low,Treatment,52,Disagree,Yes,Refused,71.33534012777055
1055,Faisalabad,Male,Middle,Control,45,Strongly Agree,Yes,Refused,50.43271597765114
1056,Multan,Male,Middle,Treatment,40,Disagree,Yes,Surveyed,52.01153643347348
1057,Islamabad,Male,Middle,Control,35,Agree,Yes,Surveyed,36.5986028135078
1058,Islamabad,Male,Middle,Control,45,Strongly Disagree,Yes,Surveyed,49.311714471800826
1059,Islamabad,Male,High,Control,42,Strongly Agree,Yes,Surveyed,39.70803390719751
1060,Karachi,Female,Middle,Treatment,41,Disagree,Yes,Surveyed,61.157910321868215
1061,Multan,Male,Low,Treatment,48,Disagree,No,Refused,69.86834266027722
1062,Karachi,Female,Low,Control,42,Agree,Yes,Not Reached,39.64666647708606
1063,Lahore,Female,High,Control,38,Disagree,No,Surveyed,44.327396932499255
1064,Lahore,Male,Low,Control,44,Disagree,Yes,Surveyed,48.07599946586692
1065,Lahore,Male,Middle,Treatment,31,Agree,Yes,Not Reached,44.76951363852913
1066,Lahore,Male,Low,Treatment,27,Agree,Yes,Surveyed,47.31040881370417
1067,Faisalabad,Male,Middle,Treatment,59,Agree,No,Surveyed,63.44939196135771
1068,Multan,Female,Middle,Control,42,Agree,No,Surveyed,56.11781392441351
1069,Multan,Male,High,Treatment,42,Strongly Agree,Yes,Surveyed,55.64839535168549
1070,Karachi,Female,Low,Treatment,56,Strongly Disagree,Yes,Refused,80.63009284632865
1071,Islamabad,Female,Low,Treatment,30,Agree,No,Surveyed,42.94446994523446
1072,Islamabad,Female,Low,Control,40,Disagree,Yes,Surveyed,35.9099823678016
1073,Faisalabad,Female,High,Treatment,32,Agree,Yes,Surveyed,43.271383566942525
1074,Islamabad,Female,Low,Treatment,52,Strongly Agree,Yes,Surveyed,67.04253464882134
1075,Multan,Female,Low,Control,51,Strongly Agree,Yes,Surveyed,47.44522606754842
1076,Faisalabad,Male,Low,Treatment,40,Strongly Agree,No,Not Reached,59.921012159541306
1077,Faisalabad,Male,High,Treatment,48,Strongly Agree,Yes,Surveyed,59.986090216288865
1078,Lahore,Female,High,Control,12,Strongly Agree,No,Refused,18.661849937280422
1079,Multan,Male,Low,Treatment,34,Agree,No,Surveyed,54.552745233091706
1080,Karachi,Male,Middle,Control,49,Agree,No,Surveyed,50.097894789814596
1081,Islamabad,Male,Middle,Treatment,53,Strongly Agree,No,Not Reached,63.27876591725247
1082,Islamabad,Male,Middle,Control,37,Disagree,No,Surveyed,38.057691092923534
1083,Islamabad,Male,Middle,Treatment,34,Disagree,Yes,Surveyed,42.76017029686786
1084,Faisalabad,Female,Low,Control,45,Agree,Yes,Surveyed,40.16814609962311
1085,Faisalabad,Female,Low,Control,28,Strongly Disagree,Yes,Surveyed,37.27076909599335
1086,Faisalabad,Male,Middle,Control,44,Strongly Disagree,Yes,Surveyed,40.90433955900242
1087,Multan,Female,High,Treatment,48,Strongly Agree,Yes,Surveyed,54.96849692362412
1088,Karachi,Male,Low,Treatment,68,Strongly Agree,No,Surveyed,78.5795757725401
1089,Multan,Female,Low,Treatment,42,Agree,Yes,Refused,63.3218980836
1090,Islamabad,Female,High,Treatment,32,Agree,Yes,Not Reached,44.999180580738624
1091,Multan,Male,Middle,Control,37,Strongly Agree,Yes,Surveyed,38.86569447271855
1092,Multan,Female,Low,Control,60,Agree,No,Refused,80.19165687667973
1093,Faisalabad,Female,High,Treatment,56,Disagree,No,Surveyed,59.374239514754294
1094,Faisalabad,Female,Low,Control,49,Agree,Yes,Surveyed,43.035041372662036
1095,Islamabad,Female,High,Control,46,Disagree,Yes,Surveyed,55.51964684718676
1096,Faisalabad,Female,High,Control,53,Strongly Disagree,Yes,Surveyed,60.81582149310198
1097,Karachi,Female,High,Treatment,44,Strongly Disagree,Yes,Surveyed,50.07351210022756
1098,Faisalabad,Female,Low,Treatment,24,Agree,Yes,Surveyed,48.30469231329472
1099,Lahore,Male,High,Control,50,Agree,Yes,Surveyed,53.93083533108337
1100,Lahore,Male,Middle,Control,39,Strongly Agree,No,Surveyed,47.9907458846534
1101,Faisalabad,Female,Low,Treatment,64,Strongly Agree,Yes,Surveyed,83.57379157059103
1102,Multan,Male,Low,Control,55,Agree,Yes,Surveyed,56.840174814724136
1103,Karachi,Female,Low,Treatment,45,Disagree,Yes,Surveyed,68.42403268939437
1104,Faisalabad,Female,High,Treatment,47,Strongly Agree,No,Refused,52.45920821734575
1105,Faisalabad,Male,Low,Treatment,40,Agree,No,Surveyed,57.22829260805062
1106,Karachi,Male,Low,Treatment,64,Strongly Disagree,Yes,Surveyed,82.57567561351941
1107,Multan,Male,Low,Treatment,30,Strongly Agree,No,Surveyed,50.70178675912925
1108,Lahore,Female,Low,Control,23,Agree,Yes,Refused,21.49761159250444
1109,Multan,Female,High,Treatment,26,Disagree,No,Not Reached,40.171758210998135
1110,Multan,Male,Low,Control,44,Strongly Disagree,No,Refused,53.59269438797867
1111,Islamabad,Female,Low,Treatment,36,Agree,Yes,Refused,51.39863521436986
1112,Faisalabad,Male,Middle,Control,34,Agree,Yes,Surveyed,39.399637682271646
1113,Karachi,Female,Low,Treatment,25,Disagree,No,Not Reached,40.20454777790303
1114,Lahore,Female,Low,Control,31,Strongly Agree,Yes,Surveyed,28.26398024537821
1115,Lahore,Male,Middle,Treatment,43,Agree,Yes,Refused,58.27534935701627
1116,Faisalabad,Male,Middle,Control,31,Agree,Yes,Surveyed,38.02425377728166
1117,Faisalabad,Male,Low,Treatment,38,Strongly Agree,No,Surveyed,59.58878051853655
1118,Faisalabad,Female,Middle,Control,41,Disagree,No,Surveyed,42.17761127508316
1119,Karachi,Female,Low,Treatment,53,Agree,Yes,Surveyed,73.022368665601
1120,Karachi,Male,High,Control,58,Strongly Agree,Yes,Surveyed,60.21950345237356
1121,Karachi,Male,High,Treatment,20,Agree,Yes,Surveyed,41.655845525825626
1122,Lahore,Female,Low,Control,41,Agree,Yes,Surveyed,43.71773237593426
1123,Lahore,Male,Low,Treatment,32,Disagree,Yes,Surveyed,47.13244622336885
1124,Islamabad,Male,Low,Control,57,Strongly Agree,No,Not Reached,63.19838847173858
1125,Islamabad,Male,High,Treatment,48,Strongly Agree,Yes,Refused,62.66614116164663
1126,Multan,Male,Low,Treatment,53,Strongly Agree,Yes,Not Reached,72.06708895337023
1127,Lahore,Male,Low,Treatment,39,Agree,Yes,Surveyed,64.53585708490462
1128,Islamabad,Female,Low,Control,47,Strongly Agree,Yes,Refused,42.61443651125825
1129,Islamabad,Male,High,Treatment,47,Agree,Yes,Surveyed,54.74141136562401
1130,Lahore,Female,Low,Treatment,40,Agree,No,Not Reached,59.57423841567132
1131,Multan,Female,High,Treatment,62,Agree,Yes,Surveyed,73.66197536936399
1132,Islamabad,Female,Low,Treatment,30,Agree,Yes,Surveyed,46.87409110191186
1133,Faisalabad,Female,High,Control,46,Strongly Agree,Yes,Refused,46.48511441796245
1134,Multan,Female,Low,Control,52,Strongly Disagree,Yes,Surveyed,61.9485140659112
1135,Multan,Male,Low,Treatment,28,Disagree,Yes,Surveyed,43.37958453474089
1136,Lahore,Female,Middle,Control,40,Strongly Agree,Yes,Surveyed,45.29469290370368
1137,Multan,Male,High,Control,40,Agree,No,Not Reached,43.73958501192663
1138,Lahore,Male,Low,Treatment,52,Agree,Yes,Surveyed,82.05484177900361
1139,Lahore,Female,Low,Treatment,29,Agree,No,Surveyed,44.82739351503623
1140,Lahore,Female,Low,Treatment,43,Agree,No,Surveyed,68.3412630381287
1141,Lahore,Female,Low,Treatment,55,Strongly Agree,Yes,Surveyed,63.295758873951996
1142,Karachi,Female,High,Control,43,Agree,Yes,Surveyed,44.328281458837274
1143,Faisalabad,Male,Middle,Treatment,40,Strongly Agree,Yes,Surveyed,47.79704182556175
1144,Lahore,Female,Low,Treatment,36,Agree,No,Surveyed,56.75425191821411
1145,Lahore,Female,Low,Control,49,Disagree,Yes,Surveyed,54.45782349783996
1146,Islamabad,Female,High,Control,55,Strongly Agree,Yes,Surveyed,51.66732573581729
1147,Lahore,Male,High,Treatment,49,Agree,Yes,Surveyed,64.00409389694691
1148,Karachi,Female,Low,Treatment,36,Strongly Agree,Yes,Surveyed,56.92469869150999
1149,Islamabad,Female,Low,Treatment,19,Strongly Agree,Yes,Surveyed,46.0342327986979
1150,Multan,Female,Low,Treatment,57,Strongly Agree,Yes,Surveyed,74.47541753227868
1151,Multan,Female,Middle,Control,38,Strongly Agree,Yes,Surveyed,39.69683888746146
1152,Islamabad,Female,Middle,Treatment,36,Strongly Disagree,Yes,Surveyed,45.001609008587174
1153,Lahore,Male,Low,Control,34,Strongly Agree,No,Surveyed,43.72555846339483
1154,Multan,Female,Middle,Control,26,Agree,Yes,Refused,24.54990959498885
1155,Karachi,Male,Middle,Treatment,35,Strongly Disagree,Yes,Not Reached,43.39920036732082
1156,Multan,Male,High,Treatment,43,Agree,Yes,Surveyed,60.5064168554114
1157,Lahore,Male,Low,Control,37,Strongly Agree,No,Surveyed,27.843739907101728
1158,Lahore,Female,Middle,Treatment,38,Strongly Agree,No,Refused,55.60004446915363
1159,Lahore,Female,Low,Treatment,21,Strongly Agree,No,Surveyed,44.105700121122865
1160,Karachi,Female,Low,Treatment,34,Disagree,Yes,Not Reached,52.12507979903609
1161,Islamabad,Male,Low,Treatment,48,Agree,Yes,Surveyed,69.89670596932012
1162,Multan,Male,Low,Treatment,39,Strongly Agree,Yes,Not Reached,57.246543962006356
1163,Islamabad,Male,Low,Treatment,45,Strongly Agree,Yes,Surveyed,54.14748598522824
1164,Lahore,Female,Middle,Treatment,62,Agree,No,Surveyed,75.94478333942936
1165,Islamabad,Female,Low,Control,66,Agree,No,Surveyed,78.72503953003391
1166,Islamabad,Male,Low,Treatment,39,Strongly Disagree,Yes,Surveyed,53.340266967838396
1167,Karachi,Male,Low,Treatment,54,Agree,Yes,Surveyed,69.37903152943532
1168,Lahore,Female,High,Treatment,67,Agree,Yes,Surveyed,87.40224421980011
1169,Karachi,Female,High,Control,45,Agree,Yes,Not Reached,49.64563370522694
1170,Karachi,Male,Low,Control,31,Disagree,No,Surveyed,28.746046320785666
1171,Islamabad,Male,Low,Treatment,54,Strongly Agree,No,Not Reached,72.96580687739099
1172,Faisalabad,Male,Middle,Treatment,40,Disagree,No,Not Reached,60.48776400025714
1173,Faisalabad,Female,Low,Treatment,62,Strongly Agree,Yes,Surveyed,78.88318967901417
1174,Karachi,Male,Middle,Treatment,31,Disagree,Yes,Surveyed,52.78311504078084
1175,Lahore,Male,High,Control,47,Agree,Yes,Surveyed,47.718358812694525
1176,Faisalabad,Male,Low,Treatment,65,Disagree,Yes,Not Reached,90.33083909624426
1177,Karachi,Male,Middle,Treatment,71,Disagree,No,Surveyed,83.62977192736672
1178,Islamabad,Female,Middle,Control,49,Agree,Yes,Surveyed,47.30401732133703
1179,Lahore,Male,Low,Treatment,60,Strongly Disagree,No,Not Reached,77.55977223033719
1180,Faisalabad,Male,Low,Treatment,56,Strongly Agree,No,Not Reached,70.00055660192751
1181,Islamabad,Female,Low,Treatment,49,Disagree,Yes,Not Reached,79.32655237441261
1182,Lahore,Male,Middle,Control,24,Agree,No,Surveyed,29.63853251220201
1183,Faisalabad,Male,High,Control,47,Agree,No,Surveyed,48.241399567201675
1184,Multan,Male,Middle,Control,53,Disagree,No,Surveyed,57.427534139676126
1185,Islamabad,Female,Middle,Control,65,Strongly Agree,Yes,Surveyed,67.35367256479817
1186,Lahore,Male,Middle,Control,33,Agree,Yes,Surveyed,34.6899274129881
1187,Lahore,Male,Low,Treatment,64,Strongly Disagree,Yes,Not Reached,82.69874045018516
1188,Islamabad,Male,Low,Control,40,Agree,No,Surveyed,33.365253258889254
1189,Multan,Male,High,Control,51,Strongly Agree,Yes,Refused,45.85846833242482
1190,Faisalabad,Male,High,Control,41,Disagree,No,Surveyed,46.413879184064726
1191,Faisalabad,Female,Low,Control,51,Strongly Agree,No,Surveyed,53.92697492971499
1192,Islamabad,Female,Low,Control,53,Agree,Yes,Surveyed,57.83766260685322
1193,Multan,Male,High,Control,49,Strongly Disagree,No,Surveyed,48.62754827656305
1194,Karachi,Male,High,Control,46,Strongly Agree,Yes,Surveyed,44.98336235133161
1195,Karachi,Male,Low,Treatment,56,Agree,Yes,Surveyed,76.68864668850941
1196,Multan,Male,Middle,Control,29,Agree,Yes,Surveyed,25.976841431597894
1197,Islamabad,Male,Middle,Treatment,49,Strongly Agree,Yes,Refused,54.07613843922169
1198,Faisalabad,Male,High,Control,33,Strongly Agree,Yes,Surveyed,34.811683386445004
1199,Karachi,Female,High,Control,54,Agree,Yes,Surveyed,60.43821687898121
1200,Multan,Male,Middle,Control,54,Strongly Agree,No,Surveyed,51.26287313452057
1201,Multan,Male,Low,Treatment,53,Agree,No,Surveyed,67.19240951538069
1202,Karachi,Female,Low,Treatment,51,Agree,Yes,Surveyed,75.4696652526122
1203,Islamabad,Male,Middle,Treatment,58,Agree,No,Not Reached,63.663210609700066
1204,Lahore,Male,Low,Control,45,Strongly Disagree,Yes,Surveyed,41.35399715166747
1205,Faisalabad,Male,Low,Control,47,Disagree,No,Surveyed,46.93349798905008
1206,Lahore,Female,Middle,Control,54,Strongly Agree,No,Surveyed,60.44167206216753
1207,Lahore,Male,Middle,Treatment,29,Agree,Yes,Surveyed,35.89574849666292
1208,Islamabad,Female,Middle,Treatment,60,Disagree,No,Surveyed,77.48066543767449
1209,Karachi,Female,Middle,Treatment,45,Agree,Yes,Not Reached,58.24755501143814
1210,Islamabad,Male,Low,Control,36,Disagree,Yes,Surveyed,42.1505443669452
1211,Multan,Female,Low,Treatment,26,Strongly Agree,No,Surveyed,48.36402483684194
1212,Lahore,Male,Low,Control,40,Strongly Agree,Yes,Surveyed,45.19406071524613
1213,Multan,Male,Low,Control,50,Disagree,Yes,Not Reached,58.399840524445274
1214,Faisalabad,Male,Low,Control,45,Agree,Yes,Refused,40.15483082167404
1215,Multan,Female,Middle,Treatment,56,Strongly Disagree,Yes,Surveyed,69.92662549962613
1216,Multan,Female,Low,Control,59,Agree,Yes,Not Reached,64.95249983594607
1217,Faisalabad,Female,High,Control,52,Strongly Agree,No,Surveyed,60.823496056303114
1218,Multan,Male,High,Control,45,Agree,No,Surveyed,58.43155621447086
1219,Faisalabad,Female,Middle,Treatment,33,Strongly Disagree,Yes,Surveyed,40.707122035356065
1220,Faisalabad,Female,Low,Treatment,44,Agree,No,Surveyed,77.91994992224427
1221,Islamabad,Female,Middle,Treatment,40,Strongly Agree,No,Surveyed,60.67094607355829
1222,Karachi,Female,Middle,Treatment,42,Agree,No,Surveyed,58.19159914013281
1223,Multan,Female,Middle,Control,52,Strongly Agree,Yes,Surveyed,62.09815039672374
1224,Lahore,Male,Middle,Control,51,Agree,No,Not Reached,58.281480350372334
1225,Multan,Female,Low,Treatment,52,Agree,Yes,Surveyed,73.45652764628326
1226,Faisalabad,Female,Low,Treatment,55,Strongly Agree,No,Surveyed,75.36394886422677
1227,Karachi,Male,Low,Control,50,Agree,Yes,Refused,45.071292413923416
1228,Islamabad,Male,Middle,Treatment,66,Agree,Yes,Surveyed,70.25990890529715
1229,Islamabad,Female,High,Control,39,Disagree,Yes,Surveyed,35.17401474234058
1230,Faisalabad,Female,Low,Treatment,28,Strongly Disagree,Yes,Refused,49.27775600068719
1231,Karachi,Female,High,Treatment,50,Disagree,Yes,Surveyed,61.799484684168256
1232,Multan,Male,Low,Control,20,Strongly Agree,No,Surveyed,26.552371860404744
1233,Karachi,Female,Low,Treatment,39,Strongly Agree,Yes,Refused,44.75728423255218
1234,Islamabad,Male,Low,Control,30,Strongly Agree,Yes,Surveyed,29.003579395885993
1235,Islamabad,Male,Low,Control,52,Disagree,Yes,Surveyed,55.89457959339297
1236,Faisalabad,Male,High,Treatment,49,Disagree,No,Surveyed,62.91136790099332
1237,Karachi,Male,Middle,Control,60,Agree,No,Not Reached,63.403506920160865
1238,Faisalabad,Male,High,Treatment,59,Disagree,No,Not Reached,71.05064755070079
1239,Karachi,Male,Low,Treatment,31,Strongly Disagree,No,Surveyed,45.993269891432135
1240,Faisalabad,Female,Middle,Treatment,65,Agree,Yes,Surveyed,75.22301908527666
1241,Multan,Female,Low,Treatment,33,Strongly Agree,No,Surveyed,48.151918847803785
1242,Multan,Female,Middle,Treatment,53,Strongly Agree,Yes,Surveyed,66.69890152007987
1243,Lahore,Male,Low,Control,59,Agree,Yes,Surveyed,63.299135257164295
1244,Karachi,Male,Low,Control,34,Disagree,Yes,Surveyed,38.884531146347314
1245,Faisalabad,Female,Low,Control,49,Strongly Agree,Yes,Surveyed,52.63655301605468
1246,Faisalabad,Female,Low,Control,41,Strongly Agree,No,Not Reached,45.97944083140111
1247,Lahore,Female,High,Treatment,47,Disagree,Yes,Surveyed,62.94871326113491
1248,Islamabad,Male,Middle,Control,60,Strongly Agree,Yes,Surveyed,59.140821694421795
1249,Multan,Female,Low,Control,65,Agree,Yes,Surveyed,65.1108329470149
1250,Multan,Male,Middle,Treatment,44,Disagree,No,Surveyed,53.20409549574693
1251,Faisalabad,Male,Low,Control,18,Disagree,Yes,Surveyed,30.161462874628633
1252,Lahore,Female,Low,Control,46,Strongly Agree,No,Surveyed,50.7503435067843
1253,Islamabad,Female,High,Treatment,43,Agree,Yes,Surveyed,55.26942441294714
1254,Karachi,Male,Middle,Treatment,52,Agree,Yes,Surveyed,58.709742439062914
1255,Lahore,Male,Low,Control,44,Agree,Yes,Surveyed,58.33797345030487
1256,Karachi,Male,Low,Treatment,46,Agree,Yes,Surveyed,57.612059916823355
1257,Islamabad,Female,Low,Control,24,Disagree,Yes,Surveyed,22.162754230092535
1258,Lahore,Male,Middle,Control,38,Agree,Yes,Surveyed,40.54349046057956
1259,Faisalabad,Female,Middle,Treatment,44,Agree,No,Surveyed,60.66799226642504
1260,Lahore,Male,Low,Control,41,Agree,Yes,Not Reached,46.37972993625862
1261,Multan,Female,Low,Control,28,Disagree,Yes,Not Reached,27.73317823557039
1262,Karachi,Male,Low,Treatment,42,Agree,Yes,Not Reached,62.51136029620925
1263,Karachi,Male,High,Treatment,46,Strongly Agree,Yes,Surveyed,57.26736988019019
1264,Islamabad,Male,Low,Control,65,Agree,Yes,Surveyed,64.70430883191054
1265,Karachi,Male,Low,Control,35,Disagree,Yes,Surveyed,47.24560430309601
1266,Multan,Female,Low,Treatment,53,Strongly Agree,Yes,Surveyed,70.62572934363463
1267,Islamabad,Female,High,Treatment,32,Agree,Yes,Surveyed,32.0417117435232
1268,Faisalabad,Female,High,Control,50,Strongly Agree,No,Surveyed,53.58813129074173
1269,Lahore,Male,Middle,Control,44,Agree,No,Not Reached,43.00567738209049
1270,Islamabad,Female,High,Treatment,30,Strongly Agree,Yes,Surveyed,49.698800564066175
1271,Faisalabad,Male,High,Control,56,Strongly Agree,No,Surveyed,58.7862984083835
1272,Karachi,Male,High,Treatment,34,Agree,Yes,Surveyed,43.69752125589539
1273,Islamabad,Female,Low,Treatment,49,Strongly Disagree,No,Surveyed,75.50823314262394
1274,Multan,Female,Low,Control,60,Disagree,No,Not Reached,59.735279358845894
1275,Karachi,Male,Low,Control,36,Strongly Agree,Yes,Surveyed,43.4982496101749
1276,Multan,Male,Middle,Control,34,Agree,Yes,Surveyed,35.06008170865
1277,Lahore,Male,Middle,Treatment,45,Agree,Yes,Surveyed,49.83336349400406
1278,Karachi,Female,Low,Control,52,Strongly Agree,Yes,Not Reached,55.62917017740069
1279,Karachi,Female,Low,Treatment,45,Agree,Yes,Surveyed,58.540563237943026
1280,Islamabad,Male,High,Treatment,60,Strongly Agree,No,Surveyed,78.58699428262474
1281,Faisalabad,Male,Middle,Control,41,Strongly Agree,Yes,Surveyed,49.97786043740682
1282,Faisalabad,Male,Low,Treatment,28,Agree,No,Not Reached,49.25913470216345
1283,Lahore,Female,Middle,Control,65,Agree,Yes,Surveyed,70.08650273745458
1284,Islamabad,Male,High,Treatment,37,Agree,Yes,Surveyed,32.59583265150691
1285,Karachi,Female,Low,Control,27,Disagree,Yes,Surveyed,25.745010166547225
1286,Karachi,Male,Low,Control,35,Strongly Agree,Yes,Surveyed,35.91643453985314
1287,Lahore,Female,Low,Treatment,43,Strongly Agree,No,Surveyed,60.473689146459
1288,Multan,Female,Middle,Control,79,Disagree,Yes,Surveyed,86.91793766044184
1289,Islamabad,Male,Low,Treatment,44,Agree,No,Surveyed,54.5553661287104
1290,Islamabad,Male,Middle,Treatment,30,Agree,Yes,Surveyed,43.87292336610022
1291,Karachi,Female,Low,Treatment,41,Strongly Agree,No,Surveyed,60.93884073087433
1292,Islamabad,Female,Low,Treatment,46,Disagree,No,Surveyed,68.73697478286371
1293,Faisalabad,Male,High,Treatment,57,Agree,Yes,Surveyed,70.58569438722228
1294,Faisalabad,Female,Low,Treatment,28,Strongly Disagree,Yes,Not Reached,46.431078876645856
1295,Lahore,Male,Middle,Treatment,49,Agree,Yes,Surveyed,70.56005322595746
1296,Lahore,Male,Low,Treatment,42,Strongly Disagree,No,Surveyed,65.28576056767972
1297,Multan,Male,Low,Treatment,55,Strongly Agree,Yes,Surveyed,69.83101813977845
1298,Lahore,Male,Low,Control,58,Disagree,No,Surveyed,58.34515209430211
1299,Multan,Male,Low,Control,47,Strongly Agree,No,Surveyed,47.598110612158344
1300,Multan,Male,Low,Control,60,Agree,Yes,Surveyed,69.45438382926542
1301,Islamabad,Female,Middle,Control,47,Agree,No,Surveyed,45.881974255977646
1302,Islamabad,Male,Low,Treatment,51,Agree,No,Surveyed,72.53558662172244
1303,Faisalabad,Male,Low,Control,44,Agree,Yes,Surveyed,39.01608515896711
1304,Multan,Female,Middle,Control,46,Agree,No,Surveyed,50.40122771512028
1305,Lahore,Female,Low,Control,82,Agree,No,Surveyed,85.60644691281625
1306,Multan,Female,Low,Control,52,Strongly Agree,No,Not Reached,57.90185773674859
1307,Lahore,Male,Middle,Treatment,20,Strongly Agree,Yes,Surveyed,42.78294167949158
1308,Islamabad,Female,High,Treatment,69,Strongly Agree,No,Surveyed,82.98737800647768
1309,Faisalabad,Male,Low,Treatment,54,Strongly Agree,No,Not Reached,68.77790673311343
1310,Islamabad,Female,Low,Treatment,53,Agree,Yes,Surveyed,67.11211520450021
1311,Multan,Male,High,Treatment,34,Disagree,Yes,Surveyed,47.443436225622385
1312,Faisalabad,Male,Low,Control,25,Disagree,No,Not Reached,33.851184928974575
1313,Islamabad,Female,Middle,Treatment,44,Disagree,Yes,Surveyed,51.37688189517275
1314,Islamabad,Female,Low,Treatment,39,Agree,No,Surveyed,54.86066083838742
1315,Faisalabad,Male,Low,Control,26,Agree,Yes,Surveyed,22.31007654123682
1316,Multan,Male,Low,Treatment,63,Agree,Yes,Surveyed,86.08547077498042
1317,Faisalabad,Male,Middle,Control,44,Strongly Agree,No,Surveyed,44.489954220548874
1318,Lahore,Female,High,Control,47,Disagree,Yes,Refused,60.8235593677615
1319,Multan,Male,High,Treatment,58,Strongly Agree,No,Not Reached,68.59100348087708
1320,Lahore,Male,Middle,Control,50,Strongly Agree,Yes,Surveyed,58.825488091385395
1321,Islamabad,Male,Low,Control,49,Strongly Disagree,Yes,Surveyed,56.20596011858443
1322,Multan,Male,Middle,Control,41,Strongly Agree,Yes,Not Reached,52.178034206660385
1323,Lahore,Male,Low,Treatment,38,Agree,Yes,Refused,48.58118827285985
1324,Faisalabad,Male,High,Treatment,45,Agree,Yes,Surveyed,59.86287895378718
1325,Karachi,Female,Low,Treatment,52,Disagree,Yes,Surveyed,71.4510059559449
1326,Lahore,Male,Low,Control,14,Agree,No,Surveyed,10.43704904875972
1327,Islamabad,Female,Middle,Treatment,51,Strongly Disagree,Yes,Surveyed,56.57602686570149
1328,Multan,Male,Middle,Treatment,42,Strongly Agree,Yes,Surveyed,52.693952906896
1329,Islamabad,Male,Low,Control,34,Strongly Agree,Yes,Surveyed,39.55130479703133
1330,Multan,Female,Low,Treatment,38,Disagree,No,Refused,53.263524271643355
1331,Islamabad,Female,Low,Control,38,Agree,Yes,Surveyed,36.63849149395985
1332,Karachi,Male,Low,Treatment,31,Agree,No,Refused,59.89777521389275
1333,Islamabad,Male,Low,Control,38,Strongly Agree,Yes,Surveyed,41.07805630581242
1334,Multan,Female,Middle,Treatment,53,Agree,No,Surveyed,68.04058397870905
1335,Multan,Female,Low,Control,30,Strongly Disagree,Yes,Not Reached,30.638704259151154
1336,Lahore,Male,Middle,Treatment,32,Disagree,No,Surveyed,48.54960469513608
1337,Islamabad,Male,Low,Treatment,29,Agree,Yes,Not Reached,42.98817545891474
1338,Lahore,Female,Middle,Treatment,46,Agree,Yes,Surveyed,68.50878700290234
1339,Multan,Male,High,Control,55,Agree,Yes,Not Reached,67.0007294579749
